rowname,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f
urticaria_prev,0.4371929000587548,-0.4507056382499949,0.400713385477011,-0.49994722548846465,0.4531070212220736,0.04243410175071257,0.23470521997707047,-0.26705616028073603,-0.5483115267124913,-0.4087042571160858,0.1876767122982365,0.2932587644633574,0.118990428742128,-0.27428659853264653,-0.34379156510487907,-0.32339816823459794,-0.28603235132692517
medicaid_urticaria_prev,0.45779757865135795,-0.47623424656983865,0.4495586197672226,-0.5440009557436415,0.498151791992546,0.2965329972231336,0.05552856926250535,-0.39545169456643303,-0.56022457728467,-0.45907374614271046,0.4296850741209184,0.3660829340742365,0.16602833365138386,-0.40994128880463643,-0.4882019734782264,-0.36589938435596786,-0.35385382490668826
not_medicaid_urticaria_prev,0.4679290593843489,-0.48627927454226366,0.4560521911669197,-0.5567975309369421,0.4435007275315548,0.028411292500818978,0.060383882018567134,-0.36598951076566916,-0.4936334038319591,-0.4723874561573886,0.29830622616179,0.3416424407141743,0.09121558491187116,-0.3079997535264957,-0.3625921068621545,-0.27480472233506176,-0.2965065297416618
commercial_urticaria_prev,0.037379859575193894,-0.07165198351038657,0.26569406962636466,0.01780663718838361,0.09049129993310243,-0.16945332963932028,0.023746131539148292,-0.012227420284444152,0.1192527789203628,-0.05810456056974334,-0.03458746112106221,-0.033229362643748095,-0.02075094583229338,0.057414189684966796,0.0937414049677667,0.09338790623572865,0.11236358828039807
heat_exhaustion_prev,0.17191031287779332,-0.18005677381766927,0.17736463745890232,-0.2404060854025336,0.3323309581244604,0.14326022530047777,0.009321061151140744,-0.16665972837731785,-0.1816075973555746,-0.16329105708316655,0.2565080446529909,0.18809131407607602,0.22164334887727724,-0.18914065392131105,-0.2352135984820594,-0.05522883153864503,-0.23716074281173255
medicaid_heat_exhaustion_prev,-0.24648894999002632,0.23448214585116858,-0.0887726743538315,0.05041377738398323,0.0033546269838483065,-0.033521003175448295,-0.08276821771475809,0.172697367811976,0.11653512468540489,0.0594501162460083,-0.27510331832448626,-0.13655258232427808,0.1916699703468627,0.14443737141327367,0.16888683482549605,0.1310303675104095,0.04287159947387595
not_medicaid_heat_exhaustion_prev,0.15022227671627153,-0.14578582530533676,0.0742364485208743,0.0034705552853598505,0.22179251429124625,-0.06715195637430257,0.2182923282202753,0.029261329298058372,-0.08503365504699355,0.09879040085550082,0.1513108702867865,0.09058616867809612,0.06459209718869711,-0.009586547745808647,-0.06148287870753764,0.06400487307970035,-0.14182961653221296
commercial_heat_exhaustion_prev,0.21655555698213802,-0.22225956731792665,0.1915726206675904,-0.047349713738317506,0.27808657146106475,-0.14115370703928293,0.3265035856948706,0.03806008641501688,-0.16937974790461185,-0.05441059347352251,0.16422684390482023,0.13485249418837372,-0.151942689633942,-0.08043770301029703,-0.10351280876871014,-0.065141290088952,-0.1526730214000884
heat_syncope_prev,-0.20902599874326308,0.18873892911372173,-0.004661763596278078,0.14885776007718182,0.06500401617289361,0.1414595208404808,0.35599323919598685,0.276066496673186,0.05900988207375976,-0.007021136822484158,-0.33573912318416704,-0.16415701910480213,0.1447018456933146,-0.08731683164880423,-0.07342169217271349,-0.14791904566093825,-0.07331913969157766
medicaid_heat_syncope_prev,-0.3483352728734793,0.32181317526603204,-0.058683806411605824,0.4756807252948726,-0.1589692558705189,-0.17404558261989242,0.3704603862649976,0.412786828572704,0.3467540070382017,0.23910810283479347,-0.45606373077394213,-0.3673229038727319,-0.1709857415400927,0.07537889031474937,0.14047992933735434,-0.04609832049920619,0.20612741844323965
