rowname,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a
all_effects_heat_prev,0.20633172612567413,0.20744265777595447,0.11160462144729345,0.31764788525127957,0.15675421763906205,0.18028912995166796,0.11812196826169012,0.2892608517957666,0.1290019638223547,0.14708838949866385,0.09685561390971625,0.2849901144878061,-0.5234542092916618,-0.5234542092916618,-0.3470309637162787,-0.31434845095008473,0.1365775604033371,-0.12297056808885842,-0.003316348243076525,0.01106245198246184,0.13872919592244673,0.3839897771494865,0.434270539292862,0.39378599365274175,0.22327866487010517,-0.13416190558068444,0.01648559665068249,-0.08215954336243862,0.4679312534327974
zero_to_nineteen_all_effects_heat_prev,-0.3530650248229342,-0.32617996492439605,-0.38680511835854553,-0.19235453236182393,-0.36618055065994004,-0.40185725288941837,-0.35759866648699895,-0.39183306037168947,-0.36030668462072674,-0.36767185665391244,-0.3703725640829587,-0.26749791477684615,0.14908528326770482,0.14908528326770482,0.27747863095844283,0.30525876480571523,-0.08906972246054808,0.0585595242641831,0.15606877899159266,-0.26396391923919216,0.35205962305069793,0.3957666273727588,0.17700137242325578,0.028281590277971135,-0.27350873929430275,-0.2133478230696899,0.06538734891091928,0.10993949174620019,0.31266840426545883
twenty_to_sixtyfour_all_effects_heat_prev,0.050620222246121664,0.04415282347941097,-0.005967296923885989,0.12204062195153663,0.003299210795052462,0.05410732573713458,0.04007637195641675,0.28182677769128195,-0.029898906152762538,-0.013024079578030551,-0.016131000019715347,0.10694248615200273,-0.343681961869041,-0.343681961869041,-0.158760869810693,-0.1455190802674874,0.31768783278678075,-0.2993007005495087,0.08663390867913827,-0.1538019261188142,0.08046605263956517,0.3865572178431056,0.3597349013557412,0.17967687890640477,0.09109872895726279,-0.263775775439338,0.25428755027665706,0.17582719673645947,0.3706414393281882
over_sixtyfive_all_effects_heat_prev,0.6342463328825657,0.6343702516976087,0.57062174395459,0.5993798494737931,0.6149535516450736,0.6104512398888067,0.4538282289562555,0.40932429729033293,0.6039219953226426,0.6127921575766244,0.5328925018513985,0.6220058457464436,-0.6651694905332288,-0.6651694905332288,-0.6873857222897369,-0.6684849064652021,-0.11751065999198194,0.13906088887093998,-0.23371848661046757,0.5043795438300424,-0.1897111932234909,-0.21189415787722024,0.2719321516912795,0.5398859378669292,0.39863128713725365,0.480857271411428,-0.315190452057488,-0.3860356464128738,0.021711869558691404
kidney_disease_prev,-0.34553572379258063,-0.3267519747892336,-0.3033412065192605,-0.3476194915075583,-0.3056777430599957,-0.35552645232958807,-0.3345963174621047,-0.3189804965466884,-0.2634620928210755,-0.25465313235382164,-0.3010119846262174,-0.23029904750252223,0.38844277082337564,0.38844277082337564,0.31649090741430175,0.3722967736328422,-0.5165039934392825,0.526523775479743,-0.42477208894047364,-0.07530671582391121,0.17396570618204416,0.33275260699713877,0.17726889427261958,0.12182211792960895,-0.1968475528219785,-0.05176868678335523,-0.389861901142093,-0.2425771640856879,0.4084649223491066
zero_to_nineteen_kidney_disease_prev,0.20704911579011887,0.20491863932443746,0.21875957433468202,0.03746439560946502,0.20516767701077715,0.16887024738287776,-0.02909601932282578,0.20220037943350036,0.21269898813738455,0.20748265091650472,0.16367360538130585,0.20472640094118064,-0.09133527581864917,-0.09133527581864917,-0.21485622652547734,-0.17277154208960335,-0.006407307203647038,0.02864313125227573,-0.1625555798670089,-0.10950839843031843,-0.05635478394890045,0.08733340703552683,0.018391273675294285,0.14131671891266565,-0.03721753672771225,-0.10187997221323292,-0.20048460284199457,-0.05309447530036284,0.33862149653536533
twenty_to_sixtyfour_kidney_disease_prev,-0.06830924940376255,-0.048562247121795535,-0.045921404483805,-0.27327402803230094,-0.04949692885755519,-0.09520946520243025,-0.012009054974382349,-0.3195671727074676,0.01625418730692793,0.009826540539774472,0.04728941462517673,-0.15173310638689533,0.35910129200709995,0.35910129200709995,0.15343807567279732,0.1645076827200437,-0.7088076263210016,0.7068759039969059,-0.4713709827854843,0.324597777255506,-0.03416649649898698,-0.35844124525571214,-0.04226648479995134,-0.0010310948107663622,0.01983154683199935,0.39143664871193895,-0.7016237343047067,-0.5515611783145531,-0.16826732338872183
over_sixtyfive_kidney_disease_prev,0.16258593298053112,0.2004509170831379,-0.1141906457844515,0.2508976841464627,0.1592091997923394,0.09808117491050526,-0.1682800546823428,0.14962015693104133,0.16107733033014301,0.1832976239642755,-0.09487635240476024,0.2511825804579651,-0.25014092934925986,-0.25014092934925986,-0.27311767471102444,-0.21633707114200817,-0.27439808086578804,0.29410743979881193,-0.3279984358188084,0.22970835435311984,0.04873641565250552,0.28781267075467437,0.6183712590189179,0.537359694862867,-0.03183524828145803,0.1612724056425358,-0.6476458923702937,-0.48480250569005984,0.4904441247878281
copd_prev,0.5996268642295304,0.6194795166274641,0.3896318540837216,0.5378772743711865,0.6166140367089293,0.5654617310260411,0.29947293255186846,0.46151496252486623,0.6385307526517028,0.6648122310944626,0.3889046491420812,0.5864962166151912,-0.5092607795800945,-0.5092607795800945,-0.6692229107043305,-0.6377420111466134,-0.3826864439736437,0.3992848828199264,-0.37998265181221796,0.7018735229567157,-0.5169909837852245,-0.19217195276236873,0.44306857866528315,0.7018415626342352,0.47495202588649305,0.6960092747164255,-0.6701581227350315,-0.6853403001093847,0.04902939337895804
zero_to_nineteen_copd_prev,0.5943206114618909,0.6014545658340466,0.48724876184846644,0.462951894439878,0.6220922250936768,0.5645616589044964,0.4070198602365065,0.503337268475064,0.6494944600845954,0.6640046333441803,0.4811203341378339,0.6202957717840835,-0.5182347782565458,-0.5182347782565458,-0.6591984559528488,-0.6175385589460466,-0.5318433790208611,0.537955883387953,-0.4074767605600284,0.6925649127178022,-0.5398338770597493,-0.15911555715112907,0.3188936348872162,0.5660317071903506,0.5923261522772286,0.61463463996091106,-0.5952223454865085,-0.6974873055671179,0.08896377610390187
