rowname,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a
all_effects_heat_prev,0.20633172612567413,0.20744265777595447,0.11160462144729345,0.31764788525127957,0.15675421763906205,0.18028912995166796,0.11812196826169012,0.2892608517957666,0.1290019638223547,0.14708838949866385,0.09685561390971625,0.2849901144878061,-0.5234542092916618,-0.5234542092916618,-0.3470309637162787,-0.31434845095008473,0.1365775604033371,-0.12297056808885842,-0.003316348243076525,0.01106245198246184,0.13872919592244673,0.3839897771494865,0.434270539292862,0.39378599365274175,0.22327866487010517,-0.13416190558068444,0.01648559665068249,-0.08215954336243862,0.4679312534327974
q1_all_effects_heat_prev,-0.23557880927399746,-0.24005779147190331,-0.19524659936688202,-0.21582757447545858,-0.18798657391936513,-0.19017232114297297,-0.23449668799545909,-0.2182945957353306,-0.19998636368221315,-0.19637104559156307,-0.2544013602555058,-0.07787697380943899,-4.376518835850695e-4,-4.376518835850695e-4,0.1553279442783518,0.19971814960693435,-0.34172976580642717,0.3611874895045814,-0.3722906596974171,0.017931900786942744,0.10928164108834877,0.412873736765119,0.09018371304956146,0.21058603099194817,-0.06178091269618734,-0.031965745739118055,-0.19445091695586436,-0.1658008008029944,0.4138141737552306
q2_all_effects_heat_prev,-0.1030014325697155,-0.10420583549061617,-0.12540854605150092,-0.10468522000618873,-0.14443261075162317,-0.1114566281994259,-0.13336848784651575,0.062083027933648526,-0.1411877758702499,-0.14577611250937791,-0.061174636536515045,-0.07114984327960587,-0.13561731664336918,-0.13561731664336918,0.001957662630414544,0.009854143437118764,0.24156727230400338,-0.24685873098350694,0.2029698041459493,-0.11251238685131475,0.17815729837062957,0.27042661337199175,0.3490631375557423,0.1399391391758164,-0.00451217060431594,-0.19306798667128156,0.06889184661748483,0.06287999153536035,0.3154553692492239
q3_all_effects_heat_prev,0.25091708019994013,0.25463389462283853,0.16907800104278278,0.3904277764962158,0.22285240855602467,0.2273237067487005,0.15592865953499302,0.23436593690565644,0.1844418197449796,0.20561098249539236,0.09706033126808339,0.331792712423454,-0.46669635468101806,-0.46669635468101806,-0.3542269240385772,-0.3186020765598112,-0.028656222859474112,0.051240800727753194,-0.18026365814727402,0.04224574695606377,0.055561727186370855,0.3010589033330123,0.26039575424263267,0.3311825071770938,0.13863957784513609,0.004167333652833682,-0.04130079888917503,-0.12339344674357255,0.3621047672577576
q4_all_effects_heat_prev,0.4714420145906977,0.4644538018527998,0.3898959123725187,0.47369722095647576,0.4510777364150656,0.4487143769219625,0.5253550935837563,0.42461687903013695,0.4604921989751393,0.4887575368962275,0.40696879627275206,0.4206338199348345,-0.39863938134906574,-0.39863938134906574,-0.4196785745945801,-0.4322253546641488,0.05069506766320454,-0.06788269738760455,0.15695698460739596,0.2982622359510825,-0.28733570664265146,-0.2739494842352536,-0.01763495693401473,0.16128472056680204,0.45830517337493826,0.12090337608512339,0.011437943644206063,-0.08534982331968538,-0.21766272284438593
kidney_disease_prev,-0.34553572379258063,-0.3267519747892336,-0.3033412065192605,-0.3476194915075583,-0.3056777430599957,-0.35552645232958807,-0.3345963174621047,-0.3189804965466884,-0.2634620928210755,-0.25465313235382164,-0.3010119846262174,-0.23029904750252223,0.38844277082337564,0.38844277082337564,0.31649090741430175,0.3722967736328422,-0.5165039934392825,0.526523775479743,-0.42477208894047364,-0.07530671582391121,0.17396570618204416,0.33275260699713877,0.17726889427261958,0.12182211792960895,-0.1968475528219785,-0.05176868678335523,-0.389861901142093,-0.2425771640856879,0.4084649223491066
q1_kidney_disease_prev,-0.053170528483429784,-0.0396660305858129,-0.1513139279825954,0.008272760751537779,-0.019671447362895052,-0.054581460649239175,-0.2106571986294359,0.01780580571518619,-0.01743000043652472,0.005815751314298058,-0.20386763458143428,0.07363068766211851,-0.09817212843221344,-0.09817212843221344,-0.09299395928776621,-0.016389133068845915,-0.32884775208340883,0.36016066116904616,-0.4478037847918424,0.03893367497598413,-0.00805734354080706,0.5443338776887867,0.4531806391537509,0.44358767007209365,-0.06360421577216598,0.04602307243573598,-0.44082636823428556,-0.33172861739590676,0.6362745377786767
q2_kidney_disease_prev,-0.3014619782771797,-0.30084360352711614,-0.12798099075427988,-0.42259785649483633,-0.282750515462217,-0.28833933864347655,-0.08618501438366952,-0.42274403777822883,-0.22601169192244486,-0.24491630145484092,-0.03658368303666223,-0.3692438122099208,0.6503478788604103,0.6503478788604103,0.47821189256110835,0.43915364704658305,-0.3256785250685535,0.30058224495134767,-0.04437851266167823,-0.15235333452500946,0.25499418072883867,-0.4326228299707473,-0.49158060631899847,-0.4586187425000763,-0.2673207692565904,-0.12431218980828776,-0.3942594644294445,-0.21021061907923744,-0.43575872245859015
q3_kidney_disease_prev,-0.15166645208981977,-0.12857346841589348,-0.24546946238351305,-0.05864802135323942,-0.13821699500611498,-0.18611708215776052,-0.28367144133695305,-0.04327543807652695,-0.13182037472977656,-0.1111196650245695,-0.29068264341638667,0.013218356201305246,-0.044483572065120866,-0.044483572065120866,0.012680870433189082,0.09044551070236546,-0.27389973592000555,0.2987585822996121,-0.3642872832316447,-0.052646810809618354,0.20682984185072498,0.6203107664093203,0.52127497820227,0.4333795252235115,-0.2039657984664929,-0.01970308041491098,-0.39822066671711953,-0.24333393980706353,0.6841877167755306
q4_kidney_disease_prev,-0.21149504971909347,-0.19577230001178728,-0.2248595293260613,-0.14370460721066286,-0.17762573138651508,-0.22803555536289224,-0.2993106669852996,-0.08756639324222121,-0.17231845646668079,-0.15492144654088788,-0.2952229252171705,-0.04510947945704219,0.023743052308174944,0.023743052308174944,0.07762707279164677,0.157790067168353,-0.26508133665806394,0.28529646388742813,-0.32521969198999245,-0.11272576445198032,0.20127624902931954,0.6066053027354935,0.46392508341237965,0.3422861794502672,-0.21058106114757874,-0.09069941035495058,-0.2619360840270492,-0.15001564423455538,0.676568300453096
copd_prev,0.5996268642295304,0.6194795166274641,0.3896318540837216,0.5378772743711865,0.6166140367089293,0.5654617310260411,0.29947293255186846,0.46151496252486623,0.6385307526517028,0.6648122310944626,0.3889046491420812,0.5864962166151912,-0.5092607795800945,-0.5092607795800945,-0.6692229107043305,-0.6377420111466134,-0.3826864439736437,0.3992848828199264,-0.37998265181221796,0.7018735229567157,-0.5169909837852245,-0.19217195276236873,0.44306857866528315,0.7018415626342352,0.47495202588649305,0.6960092747164255,-0.6701581227350315,-0.6853403001093847,0.04902939337895804
