rowname,temp_mean_am,temp_median_am,temp_min_am,temp_max_am,temp_mean_aft,temp_median_aft,temp_min_aft,temp_max_aft,temp_mean_pm,temp_median_pm,temp_min_pm,temp_max_pm,09-127_mean,09-63_mean,17-127_mean,17-63_mean,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a
all_effects_heat_prev,0.09952108431824253,0.07925973880593784,0.2802330348355981,-0.033184370699545766,0.09130220452303342,0.051525579569303925,0.08994446356225345,0.09026960259615337,0.10347486597483109,0.10616682687615234,0.14814991334144695,0.1472248624561557,-0.2124494497888864,-0.2124494497888864,-0.1958367633736565,-0.14955779466595212,-0.1465949794996752,0.14045980620633203,-0.05668901932326816,0.07194980253500383,-0.007797031046419424,0.16724816217247856,0.19727333230311997,0.23690785472237488,0.10845548620085788,0.051770505243308326,0.06661866852126498,-0.006535849453092808,0.3036933765954654
q2_all_effects_heat_prev,-0.08711469886412766,-0.10156611281587462,-0.03975006516420499,0.06737372909673539,-0.10661846235243419,-0.031871392589699454,0.05677566934767189,0.17565270189284643,-0.12759888361479382,-0.1262462039523404,-0.032468494917440985,0.040842577211602414,-0.012319764636355627,-0.012319764636355627,0.09421595473820571,0.0879094574652473,0.2360999313882986,-0.26656045438604525,0.37826336500267593,-0.05561386874445378,-0.058480112440292976,0.24896094897604498,-0.08222548214888475,-0.02371322555000256,0.11116437225660697,-0.051206308651927004,0.40546895159602825,0.2431345978804241,0.04608018218253364
q3_all_effects_heat_prev,0.08723204199140434,0.07901758887274139,0.2067251326520799,-0.07536996185414056,0.09967956489904241,0.03200252060934681,0.0109220506099773,-0.05436857278862067,0.11981232944318122,0.12280197600981499,0.11038914241203639,0.0795980236933086,-0.1454046681602916,-0.1454046681602916,-0.19014201996453833,-0.14282750797193175,-0.31109913519976823,0.3199039359506964,-0.2755493053157598,0.10460999758836616,0.060496880215904054,0.07869007056111128,0.2507513254782082,0.2706169129417983,0.02911731424770728,0.082867397539971,-0.22133933749604576,-0.19186529371550143,0.29297639832758804
q4_all_effects_heat_prev,0.23824010201372786,0.21944966608377928,0.39613425995985385,0.007365802638576263,0.18965390705761082,0.1422272355298059,0.18621473118206475,0.2319170506771703,0.20405016899750347,0.20040948982213788,0.20986494459359292,0.19155050812153226,-0.24466465119292286,-0.24466465119292286,-0.21044996084201126,-0.20265204808572607,0.2283234899007658,-0.22197624995693363,0.11111597531453729,-0.08166656572004632,-0.1686028092812548,-0.18026318601104074,-0.08863582395677277,-0.14251911565160597,0.01978699739973932,-0.05315378009322346,0.32934994096596515,0.2962447646360277,-0.05506676220453187
kidney_disease_prev,-0.04949932517265471,-0.03393102648137565,-0.0986257476101703,-0.07830591081653294,0.04309428730076598,0.002785852346142393,-0.18394937766074385,-0.02773168911311158,0.04890824572624189,0.06585277711771698,-0.11725457999937447,0.11486300865316067,-0.04054829192741275,-0.04054829192741275,-0.07259736569380813,0.005285670250261022,-0.7362541687060133,0.7530975869413348,-0.6237090077649766,0.3427290365024971,-0.10012008794219857,0.4429248362876601,0.38453497953129007,0.5257754123438247,0.13668475696796178,0.3125988537516705,-0.709283354719024,-0.6725193841978908,0.5594764221568401
q1_kidney_disease_prev,-0.19643077413800633,-0.18576910408190764,-0.10364766247306632,-0.3085590746082813,-0.105755909077722,-0.13342040405000044,-0.13812482124623007,-0.27182395307136986,-0.06609038572723795,-0.061900925604349406,-0.05150414239495516,-0.11744230341966215,0.39046056513909533,0.39046056513909533,0.2281579303355784,0.25922659201625115,-0.819866012045707,0.8153836726112179,-0.5292366284574781,0.27971336444920725,-0.04011956937182615,-0.026213036989086457,-0.06422895374809895,0.08906290523320289,0.08678186520387214,0.2558872548619318,-0.6748293121893525,-0.6201971250754109,0.09324548504708134
q2_kidney_disease_prev,0.04317877601829625,0.05950197009684674,-0.08540917628135974,0.09562785425304268,0.09565238353170001,0.0614407384764984,-0.17377354201987139,0.1464744158413599,0.07616146607686373,0.09826467479871691,-0.1482399732055999,0.23088617046740223,-0.30832793587856316,-0.30832793587856316,-0.2255045107144691,-0.14185694346595035,-0.4307738936132798,0.4545516568089633,-0.46396275631755834,0.33977592440583787,-0.11505368612298393,0.6382351087548911,0.5681114221474951,0.6333094896770148,0.16138961303037733,0.29074526701640246,-0.6880570061315592,-0.6673790936731634,0.7165615411344314
q3_kidney_disease_prev,-0.14043375906596814,-0.1479595501687573,0.04379559717595334,-0.2933592000948366,-0.10415868816574637,-0.10137469836506807,0.0716163203512517,-0.301892156324169,-0.05804250809677139,-0.0772957047300735,0.1298515097548514,-0.2421269114266469,0.5115703115027155,0.5115703115027155,0.32062438884846084,0.26855252662220647,-0.30239181197239595,0.2734398801814041,-0.0010144968541396205,0.4079259903602395,-0.16607449978496897,-0.5888293821832727,-0.55278868214702,-0.4416315293026682,0.20806389239350612,0.3535101304212922,-0.7233597871879455,-0.7173990623857484,-0.591162475072182
q4_kidney_disease_prev,0.015521571082199771,0.030546066862666622,-0.12442200419326736,0.07750592513885217,0.07000997410068738,0.03840543786060815,-0.18902083556979138,0.09445711964511655,0.054410053348010204,0.0767798298319724,-0.17469386512546797,0.17905119203595116,-0.27205940582837673,-0.27205940582837673,-0.20900745060958156,-0.12004478674698374,-0.42088714952817957,0.4535499230600886,-0.5203980751401686,0.3182183914019138,-0.0651887089998322,0.6508905078451718,0.5909347150756384,0.6464277043663985,0.0753659801421316,0.3287089072454505,-0.7119394745826065,-0.644512186424228,0.7427892104914041
copd_prev,0.5949311932500566,0.6148021213659183,0.30628932023634947,0.6212376701821027,0.6359330513029939,0.6052515060518732,0.20236487752188753,0.49359512500334457,0.6108271414557428,0.640667347991157,0.2947150429797232,0.6240505995834766,-0.6587278216604592,-0.6587278216604592,-0.723782160285791,-0.6810455603846861,-0.24314135932472597,0.27174801685501976,-0.3698954320435355,0.7196765609786003,-0.43773360991010873,0.10316504834361291,0.5547222878491227,0.8404323122916465,0.4591259386156655,0.6564228961513627,-0.7886575493762442,-0.8034934416423833,0.30886461168047824
