rowname,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f
urticaria_prev,0.5696257075949601,-0.5844938924847833,0.5029632665036669,-0.28267581063683384,0.06307314186273091,-0.15202172788941082,-0.1135956974854844,-0.3655836145488761,-0.1078522620174806,-0.35876835934894424,0.4581744238290305,0.2928755592455319,-0.2849138385346589,0.05200427429233528,-0.008458193664188022,0.11092159817789414,0.13239524781401815
medicaid_urticaria_prev,0.2332368042148715,-0.23356766925250785,0.1657092192018627,-0.08458132497308768,-0.21935074754140152,0.03222792975726096,-0.11453260575639594,-0.016556036647189312,0.09946235622281216,-0.12370731128176168,0.019711005536142225,0.03242145215429023,0.03693004248623099,0.08076938356229604,0.0676778105241602,0.07059004431084719,0.2638054792078983
not_medicaid_urticaria_prev,0.49258638121531073,-0.49548313934820953,0.3653313314049699,-0.1881863977562133,0.1385667537338302,-0.22599863389363917,0.053467684347240675,-0.2604180752248666,-0.12917474423859743,-0.26274834679287074,0.3571091185118316,0.239626226449972,-0.3195396428857698,0.10252164795913492,0.049203641831432464,0.10866520470183397,0.06528892774436643
commercial_urticaria_prev,0.04870099091344943,-0.028188437003104066,-0.10923172883734518,0.035540828327826235,-0.013774901305265378,0.19719743148165167,0.06670067512503164,-0.05604717632676834,0.094026479487521325,-0.04498323087083944,0.04049063973177021,-0.016685980988988977,0.05717150494304543,-0.016954866431501923,-0.024748516885206743,-0.1007774927517454,0.0738657314850951
heat_exhaustion_prev,-0.33854966485003496,0.3130705614849874,-0.0591172300978384,0.18340574003606908,-0.13098175018246874,-0.10158720229978459,-0.04104053407900208,0.03047452994088433,0.08797296124847856,0.29603055034029524,-0.006656321925077268,-0.056735333001384565,-0.06568408821747167,-0.033478095823344864,-0.014230458073225202,0.10735740411162556,-0.0633426738954552
medicaid_heat_exhaustion_prev,-0.5144090106869984,0.4967658324259272,-0.23707826568398174,0.36723814214629125,-0.3237501714561275,-0.3088270540951192,0.09425157065809203,0.07683863514185366,0.25247566161318863,0.33762933059586375,-0.40628251644533186,-0.27989401791277563,-0.2129361258259871,0.12939320501372,0.15554551819649515,0.023157480826274907,0.1107255296077006
not_medicaid_heat_exhaustion_prev,-0.16499299833525266,0.15042232961837135,-0.013762352968277356,0.10161994134685332,-0.054273961963524825,-0.030335964517214715,-0.004201875770772305,0.11886755946104487,0.015060182084119317,0.2574075933530011,0.08050960878093263,0.01648519519821572,0.020679013428060486,-0.02486371021201468,-0.003914425972466756,0.14721132252066574,-0.09079384867133568
commercial_heat_exhaustion_prev,-0.1250454394436747,0.1285120280504759,-0.11182805978832397,-0.1491016453749781,-0.08696635573297445,0.1055680429103438,-0.01052845999368465,0.011255981216294904,-0.0640936397641333,-0.19014109814595492,-0.15018223471068995,-0.03688636279617532,0.049378287959028336,-0.09031859183006012,-0.0707946980643142,-0.0699683006602842,-0.2101196397375347
heat_syncope_prev,0.08491057554748956,-0.09802891263993485,0.1511613008997759,0.2163515842945861,-0.29654469258295907,-0.3029850505737696,-0.10039868918011832,0.13717182539942327,0.3261010248237001,0.1047526221945367,0.007409578311648509,-0.07656877105121199,-0.29572198084510826,0.3057619974268628,0.33086399495849805,0.3530478520826125,0.3105192753247088
medicaid_heat_syncope_prev,0.22882544542752536,-0.21738996746115127,0.08039093491271697,-0.07121102148119034,-0.21787103346649242,-0.3113819462790583,-0.17307068211483825,-0.16224861148975564,-0.02033334910459932,-0.03171313394142762,0.1090316934719562,0.14408902230055626,-0.2600934641088472,0.25427591894853385,0.232106800522268,0.14000205634689114,0.176302613737479
not_medicaid_heat_syncope_prev,-0.06913726110555317,0.044433287899021505,0.12420613339552239,0.3319261604673167,-0.23144172017994788,-0.1685628413707893,-0.004675671140476153,0.30893347538710375,0.4237792942795106,0.19064060848904696,-0.09581266750130588,-0.20684355182489061,-0.19721860253544946,0.22634001903091025,0.2666512443148871,0.3403527702900533,0.2688592028159589
commercial_heat_syncope_prev,0.15982403265732437,-0.144032743935647,0.0016109938927960548,-0.12670099417992106,0.1235235963814243,0.07984865291760687,0.17844158579447142,-0.07121084570122423,-0.23730359792158778,-0.11888716380839771,0.11773196102998991,0.1061627297871048,0.16924573649338726,-0.19693900970736467,-0.1518851805576781,-0.1109943426695592,-0.1762267686874022
heat_cramps_prev,-0.31458727284463417,0.32418989373776996,-0.2874950134909114,0.15438207759098094,-0.10800412948131216,-0.0014005528233534958,0.02416765021306921,0.11673822580854705,0.054275644281245664,0.3169617920316442,-0.24723566547382514,-0.14206186001384669,0.004503922619599098,-0.1081927592473212,-0.08807055353226677,-0.1438630304369846,-0.038796422543285795
