rowname,white_%,black_%,otherrace_or_multirace_%,poverty_%,single_family_detached_houses_%,65+_%,0-17_%,disabled_%,renter_%,vacancy_%,home_median_price_d,median_household_income_d,median_age_a,heat_mean_f,heat_median_f,heat_min_f,heat_max_f
urticaria_prev,0.5696257075949601,-0.5844938924847833,0.5029632665036669,-0.28267581063683384,0.06307314186273091,-0.15202172788941082,-0.1135956974854844,-0.3655836145488761,-0.1078522620174806,-0.35876835934894424,0.4581744238290305,0.2928755592455319,-0.2849138385346589,0.05200427429233528,-0.008458193664188022,0.11092159817789414,0.13239524781401815
black_urticaria_prev,-0.04092052567281826,0.039136712061288666,-0.01620139980280777,0.14220860702182422,-0.11411133769160868,-0.16307502530660722,0.052909140610314515,0.18420636961166156,0.13086072631165294,-0.014373406725849313,-0.28377960861876556,-0.15072389900356295,0.09065606123834227,0.28761034827336873,0.2704818245453872,0.23658010700206283,0.2439619435185445
white_urticaria_prev,0.13025620345417704,-0.12241880707713093,0.03648181616786434,0.005592347990647098,-0.233267218936465,-0.3556697578226211,0.16180095056053034,-0.07530729241943333,0.043062720253301934,0.05092877549740195,0.06087905254415732,0.05562060542495883,-0.3446488463551887,0.25352533712457886,0.21040157049736202,0.22599918819990145,0.17054410661793368
heat_exhaustion_prev,-0.33854966485003496,0.3130705614849874,-0.0591172300978384,0.18340574003606908,-0.13098175018246874,-0.10158720229978459,-0.04104053407900208,0.03047452994088433,0.08797296124847856,0.29603055034029524,-0.006656321925077268,-0.056735333001384565,-0.06568408821747167,-0.033478095823344864,-0.014230458073225202,0.10735740411162556,-0.0633426738954552
black_heat_exhaustion_prev,-0.24069790282672546,0.22806189291450224,-0.08031854436905775,0.12238462265273807,-0.10210980614004912,-0.17181652945044626,0.2221041929438733,0.06370918417520191,0.023681254824187255,0.18838741370862455,-0.17724138343940118,-0.07385686320642544,-0.09285874609722825,-0.07174278479582152,-0.032499114129718024,-0.10410849708224604,-0.09841051592491246
white_heat_exhaustion_prev,0.08737150357007469,-0.11020904913146973,0.22080700170995163,-0.07067189612659187,0.14587221425709046,-0.08139253332290257,-0.234401180141251,-0.26020175017737734,-0.007662114578046837,-0.1002047109761872,0.3439370820480635,0.15366621406551007,0.030409456606144334,0.0034479375169428343,-0.043304978532419734,0.22320932688112155,0.021347592947965014
heat_syncope_prev,0.08491057554748956,-0.09802891263993485,0.1511613008997759,0.2163515842945861,-0.29654469258295907,-0.3029850505737696,-0.10039868918011832,0.13717182539942327,0.3261010248237001,0.1047526221945367,0.007409578311648509,-0.07656877105121199,-0.29572198084510826,0.3057619974268628,0.33086399495849805,0.3530478520826125,0.3105192753247088
black_heat_syncope_prev,0.2765418639136925,-0.27776703997082153,0.20229692697280038,0.07378521068436805,-0.24250649144873213,-0.25038421201831035,-0.12692205613329252,0.14714174460556637,0.1363471745032507,0.024580096342784897,-0.05826903165703708,-0.045886704050608025,-0.22955873888850722,0.3571740623431961,0.34295239390981136,0.2715417909456321,0.32126794911312373
white_heat_syncope_prev,0.05243932330598211,-0.04182467858012021,-0.03744229502086077,-0.10001111658067412,0.08708299243344379,0.019445206862957514,0.15836641692698655,-0.17977566488372237,-0.19009495226187198,-0.08964608601463372,0.19030459533400443,0.11772539803315095,0.10713262710453418,-0.21180903166167192,-0.16523607460254053,-0.10021442637655882,-0.20352748395004377
heat_cramps_prev,-0.31458727284463417,0.32418989373776996,-0.2874950134909114,0.15438207759098094,-0.10800412948131216,-0.0014005528233534958,0.02416765021306921,0.11673822580854705,0.054275644281245664,0.3169617920316442,-0.24723566547382514,-0.14206186001384669,0.004503922619599098,-0.1081927592473212,-0.08807055353226677,-0.1438630304369846,-0.038796422543285795
